Mes,SemanaDelMes,DiaDeLaSemana,MarcaVehiculo,AreaAccidente,DiaReclamo,MesReclamo,SemanaReclamo,Genero,EstadoCivil,Edad,Culpa,TipoPoliza,CategoriaVehiculo,PrecioVehiculo,FraudeDetectado,NumeroPoliza,NumeroRepresentante,Deducible,CalificacionConductor,DiasPolizaAccidente,DiasPolizaReclamo,NumeroReclamosAnteriores,EdadVehiculo,EdadAsegurado,ReportePolicial,TestigoPresente,TipoAgente,NumeroSuplementos,CambioDireccionReclamo,NumeroVehiculos,Año,PolizaBase
Septiembre,3.0,Lunes,Chevrolet,Urbano,Monday,Sep,3.0,Femenino,Casado,53.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12880,11,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996.0,Liability
Agosto,3.0,Martes,Toyota,Urbano,Wednesday,Aug,3.0,Masculino,Casado,29.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12882,15,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,All Perils
Junio,3.0,Sábado,VW,Urbano,Friday,Jun,4.0,Masculino,Casado,34.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12885,2,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996.0,Collision
Junio,2.0,Sábado,Mazda,Rural,Monday,Jun,2.0,Masculino,Soltero,36.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12890,12,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,Collision
Septiembre,4.0,Domingo,Mazda,Urbano,Monday,Sep,4.0,Masculino,Casado,30.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12896,15,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996.0,Collision
Julio,2.0,Jueves,Chevrolet,Urbano,Thursday,Jul,3.0,Masculino,Casado,47.0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,12897,14,700,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996.0,All Perils
Mayo,3.0,Sábado,Mazda,Rural,Monday,May,3.0,Masculino,Casado,50.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12899,11,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996.0,Liability
Febrero,3.0,Martes,Honda,Urbano,Tuesday,Feb,3.0,Masculino,Soltero,33.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12901,10,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996.0,Liability
Febrero,1.0,Jueves,Pontiac,Rural,Monday,Feb,2.0,Masculino,Casado,31.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12902,10,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996.0,Collision
Abril,3.0,Lunes,Honda,Urbano,Tuesday,Apr,3.0,Masculino,Casado,28.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12909,2,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Collision
Octubre,3.0,Jueves,Honda,Urbano,Thursday,Oct,3.0,Femenino,Casado,39.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12913,5,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,Liability
Noviembre,3.0,Miércoles,Mazda,Urbano,Monday,Dec,1.0,Femenino,Casado,42.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12921,6,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,Liability
Junio,2.0,Lunes,Mazda,Urbano,Thursday,Jun,3.0,Femenino,Casado,51.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,12922,1,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996.0,All Perils
Noviembre,2.0,Viernes,Pontiac,Urbano,Thursday,Nov,3.0,Masculino,Casado,54.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12943,12,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996.0,Collision
Mayo,2.0,Viernes,Toyota,Urbano,Tuesday,May,3.0,Masculino,Casado,38.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12953,5,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,All Perils
Diciembre,4.0,Martes,Toyota,Urbano,Wednesday,Dec,4.0,Masculino,Casado,28.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12961,6,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Collision
Febrero,1.0,Martes,Mazda,Urbano,Tuesday,Feb,1.0,Masculino,Soltero,24.0,Third Party,Sport - Collision,Sport,more than 69000,0,12963,9,400,2,more than 30,more than 30,none,6 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996.0,Collision
Febrero,2.0,Sábado,Toyota,Urbano,Tuesday,Feb,3.0,Masculino,Soltero,32.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12964,5,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996.0,Liability
Septiembre,1.0,Jueves,Honda,Urbano,Friday,Sep,3.0,Masculino,Casado,43.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12967,4,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,Liability
Abril,2.0,Viernes,Nisson,Urbano,Friday,May,3.0,Masculino,Casado,50.0,Policy Holder,Utility - All Perils,Utility,more than 69000,0,12971,16,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996.0,All Perils
Agosto,4.0,Viernes,Dodge,Urbano,Friday,Aug,4.0,Masculino,Casado,52.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12972,12,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996.0,Liability
Agosto,4.0,Domingo,Toyota,Urbano,Tuesday,Aug,5.0,Masculino,Soltero,52.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12973,3,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996.0,Liability
Agosto,4.0,Jueves,Mazda,Urbano,Monday,Sep,1.0,Masculino,Soltero,26.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12974,12,400,1,none,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Collision
Octubre,2.0,Martes,Pontiac,Urbano,Monday,Oct,3.0,Masculino,Casado,46.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12975,5,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996.0,Liability
Junio,3.0,Miércoles,Pontiac,Urbano,Thursday,Jun,4.0,Masculino,Casado,31.0,Policy Holder,Sedan - Liability,Sport,less than 20000,0,12977,7,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Liability
Diciembre,2.0,Sábado,Chevrolet,Urbano,Monday,Dec,2.0,Masculino,Casado,26.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12979,13,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,Sí,No,External,none,4 to 8 years,2 vehicles,1996.0,Collision
Marzo,2.0,Sábado,Honda,Urbano,Monday,Mar,3.0,Masculino,Casado,43.0,Third Party,Sedan - Liability,Sport,more than 69000,0,12982,7,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,Liability
Mayo,1.0,Martes,Pontiac,Urbano,Wednesday,May,1.0,Masculino,Casado,26.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12985,14,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Collision
Junio,3.0,Domingo,Pontiac,Urbano,Thursday,Jun,4.0,Masculino,Casado,40.0,Third Party,Sedan - Collision,Sedan,less than 20000,0,12987,14,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996.0,Collision
Octubre,4.0,Jueves,Mazda,Urbano,Thursday,Nov,1.0,Masculino,Casado,60.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12990,6,700,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996.0,Collision
Septiembre,2.0,Viernes,Pontiac,Rural,Wednesday,Sep,2.0,Masculino,Soltero,23.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12994,3,400,2,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996.0,Collision
Julio,4.0,Sábado,Pontiac,Urbano,Wednesday,Aug,1.0,Masculino,Casado,34.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13002,14,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Liability
Diciembre,1.0,Sábado,Toyota,Urbano,Monday,Dec,2.0,Femenino,Casado,29.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,13003,13,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,All Perils
Diciembre,2.0,Lunes,Honda,Urbano,Wednesday,Dec,2.0,Masculino,Casado,33.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13010,13,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Liability
Diciembre,2.0,Martes,Mazda,Urbano,Wednesday,Dec,2.0,Femenino,Casado,33.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13011,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Liability
Diciembre,2.0,Martes,Pontiac,Urbano,Wednesday,Dec,2.0,Masculino,Soltero,30.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13012,3,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996.0,All Perils
Octubre,5.0,Domingo,Ford,Urbano,Monday,Nov,1.0,Masculino,Soltero,37.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,13013,11,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996.0,Collision
Septiembre,1.0,Viernes,Honda,Urbano,Monday,Sep,1.0,Masculino,Divorced,37.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13014,11,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,1 year,1 vehicle,1996.0,Collision
Agosto,5.0,Miércoles,Mazda,Urbano,Friday,Sep,1.0,Masculino,Soltero,32.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13015,13,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Liability
Abril,3.0,Martes,Honda,Rural,Wednesday,Apr,3.0,Masculino,Soltero,26.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13016,7,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Collision
Abril,3.0,Lunes,Mazda,Rural,Monday,Apr,3.0,Masculino,Casado,65.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13017,10,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996.0,Collision
Agosto,2.0,Jueves,Mazda,Urbano,Friday,Aug,2.0,Masculino,Soltero,26.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13020,1,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996.0,Liability
Agosto,1.0,Jueves,Toyota,Urbano,Thursday,Aug,1.0,Masculino,Casado,32.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13021,15,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996.0,Liability
Noviembre,2.0,Domingo,Pontiac,Urbano,Wednesday,Dec,2.0,Masculino,Soltero,32.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13031,15,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Collision
Agosto,3.0,Jueves,Honda,Urbano,Wednesday,Aug,5.0,Masculino,Casado,34.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13033,10,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Liability
Diciembre,2.0,Domingo,Accura,Urbano,Friday,Dec,3.0,Masculino,Casado,48.0,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,13042,6,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1996.0,Collision
Agosto,4.0,Lunes,Chevrolet,Urbano,Monday,Aug,4.0,Masculino,Casado,44.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13048,6,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996.0,Liability
Mayo,4.0,Viernes,Honda,Urbano,Tuesday,May,5.0,Masculino,Casado,36.0,Policy Holder,Sport - Collision,Sport,more than 69000,0,13054,3,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,Collision
Abril,4.0,Miércoles,Accura,Urbano,Thursday,Apr,5.0,Masculino,Soltero,43.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,13055,14,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,Liability
Septiembre,3.0,Lunes,Pontiac,Urbano,Monday,Sep,3.0,Masculino,Casado,36.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13060,5,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996.0,Collision
Diciembre,1.0,Lunes,Honda,Urbano,Friday,Dec,3.0,Masculino,Casado,35.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13064,4,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Collision
Mayo,3.0,Miércoles,Dodge,Urbano,Wednesday,May,3.0,Masculino,Soltero,26.0,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,13069,13,400,4,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Liability
Junio,3.0,Lunes,Chevrolet,Urbano,Wednesday,Jun,4.0,Masculino,Soltero,27.0,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,13071,3,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996.0,All Perils
Abril,1.0,Miércoles,Honda,Urbano,Wednesday,Apr,1.0,Masculino,Casado,44.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13080,1,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,3 to 4,1996.0,Liability
Agosto,2.0,Domingo,Honda,Urbano,Monday,Sep,4.0,Masculino,Soltero,24.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13084,1,400,1,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,4 to 8 years,2 vehicles,1996.0,Liability
Agosto,3.0,Domingo,Pontiac,Urbano,Wednesday,Sep,1.0,Masculino,Casado,54.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,13085,11,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996.0,Collision
Junio,3.0,Lunes,Honda,Urbano,Thursday,Jun,4.0,Masculino,Casado,37.0,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,13087,7,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996.0,All Perils
Junio,3.0,Martes,Chevrolet,Urbano,Thursday,Jun,4.0,Masculino,Casado,37.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,13096,8,400,3,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,Collision
Agosto,4.0,Miércoles,Pontiac,Urbano,Tuesday,Sep,2.0,Masculino,Casado,56.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,13097,1,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,Sí,No,External,1 to 2,no change,1 vehicle,1996.0,Collision
Agosto,4.0,Lunes,Honda,Urbano,Wednesday,Sep,2.0,Masculino,Casado,32.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13098,5,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996.0,Collision
Abril,4.0,Miércoles,Honda,Urbano,Thursday,Apr,4.0,Masculino,Casado,27.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13103,4,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996.0,Collision
Febrero,3.0,Jueves,Pontiac,Urbano,Thursday,Mar,1.0,Masculino,Casado,61.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13104,4,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1996.0,All Perils
Diciembre,4.0,Sábado,Mazda,Urbano,Tuesday,Dec,4.0,Masculino,Casado,65.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,13106,16,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996.0,All Perils
Junio,4.0,Miércoles,Pontiac,Urbano,Wednesday,Jun,4.0,Femenino,Casado,39.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13108,6,500,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,2 to 3 years,1 vehicle,1996.0,Liability
Diciembre,3.0,Lunes,Honda,Urbano,Wednesday,Dec,5.0,Masculino,Casado,42.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,13111,11,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,All Perils
Junio,4.0,Viernes,Chevrolet,Rural,Tuesday,Jul,1.0,Masculino,Casado,46.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13118,6,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996.0,Collision
Septiembre,4.0,Miércoles,Honda,Urbano,Tuesday,Sep,4.0,Femenino,Casado,35.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13122,11,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996.0,Liability
Julio,2.0,Domingo,Toyota,Urbano,Tuesday,Jul,2.0,Masculino,Casado,50.0,Third Party,Sedan - All Perils,Sedan,less than 20000,0,13127,16,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996.0,All Perils
Junio,4.0,Viernes,Mazda,Urbano,Monday,Jun,4.0,Femenino,Casado,39.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,13128,3,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996.0,Collision
Junio,3.0,Lunes,Chevrolet,Urbano,Tuesday,Jun,4.0,Masculino,Casado,47.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13129,3,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996.0,Liability
Junio,1.0,Jueves,Honda,Rural,Thursday,Jun,1.0,Masculino,Soltero,29.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13131,11,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996.0,Liability
Octubre,2.0,Lunes,Mazda,Urbano,Monday,Nov,2.0,Masculino,Soltero,32.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13137,1,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Collision
Febrero,4.0,Lunes,Honda,Urbano,Tuesday,Feb,4.0,Masculino,Casado,64.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13141,13,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996.0,All Perils
Octubre,4.0,Miércoles,Mazda,Urbano,Thursday,Oct,4.0,Masculino,Casado,45.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13145,12,700,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996.0,Liability
Septiembre,2.0,Lunes,Mazda,Urbano,Wednesday,Sep,3.0,Femenino,Soltero,35.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13148,8,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996.0,Collision
Junio,4.0,Domingo,Pontiac,Urbano,Monday,Jun,4.0,Masculino,Soltero,33.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13149,11,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996.0,All Perils
Julio,3.0,Lunes,Mazda,Rural,Wednesday,Jul,3.0,Masculino,Casado,43.0,Policy Holder,Utility - All Perils,Utility,more than 69000,0,13153,12,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,All Perils
Mayo,1.0,Jueves,Honda,Urbano,Thursday,May,1.0,Masculino,Soltero,47.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,13162,8,400,1,more than 30,more than 30,more than 4,new,41 to 50,No,No,External,none,no change,3 to 4,1996.0,Liability
Mayo,2.0,Domingo,Toyota,Urbano,Monday,May,2.0,Masculino,Casado,31.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13164,14,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996.0,Liability
Abril,4.0,Sábado,Honda,Urbano,Monday,Apr,4.0,Masculino,Casado,30.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,13165,14,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,All Perils
Enero,1.0,Viernes,Toyota,Urbano,Thursday,Mar,1.0,Masculino,Casado,41.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13172,1,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996.0,All Perils
Octubre,1.0,Sábado,Chevrolet,Urbano,Monday,Oct,1.0,Masculino,Casado,61.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13182,12,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996.0,Collision
Enero,5.0,Lunes,Pontiac,Urbano,Tuesday,Apr,4.0,Masculino,Casado,48.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13186,15,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996.0,Liability
Diciembre,3.0,Domingo,Honda,Urbano,Monday,Dec,3.0,Masculino,Soltero,21.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13191,8,400,4,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996.0,Collision
Agosto,5.0,Jueves,Chevrolet,Urbano,Monday,Sep,1.0,Masculino,Casado,45.0,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,13193,15,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996.0,Liability
Agosto,1.0,Sábado,Toyota,Urbano,Friday,Aug,2.0,Masculino,Casado,35.0,Third Party,Sedan - Liability,Sport,30000 to 39000,0,13198,16,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996.0,Liability
Agosto,1.0,Martes,Pontiac,Urbano,Thursday,Aug,1.0,Masculino,Casado,78.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13199,8,400,1,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1996.0,All Perils
Marzo,4.0,Lunes,Chevrolet,Urbano,Thursday,Mar,4.0,Masculino,Casado,60.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13202,3,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996.0,Collision
Septiembre,1.0,Lunes,Mazda,Urbano,Tuesday,Sep,1.0,Masculino,Soltero,35.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13207,7,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Collision
Junio,5.0,Miércoles,Ford,Rural,Thursday,Aug,5.0,Masculino,Casado,30.0,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,1,13211,6,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996.0,All Perils
Mayo,1.0,Martes,Chevrolet,Urbano,Thursday,May,1.0,Masculino,Casado,30.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13219,15,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996.0,All Perils
Mayo,1.0,Sábado,Mazda,Urbano,Wednesday,May,4.0,Masculino,Casado,36.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13222,15,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996.0,Liability
Diciembre,3.0,Sábado,Pontiac,Urbano,Tuesday,Dec,3.0,Femenino,Soltero,48.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13228,4,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,Sí,No,External,more than 5,no change,1 vehicle,1996.0,Collision
Junio,5.0,Viernes,Chevrolet,Urbano,Monday,Jul,1.0,Femenino,Soltero,64.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,13230,11,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1996.0,Collision
Junio,5.0,Viernes,Chevrolet,Urbano,Thursday,Jul,2.0,Masculino,Soltero,56.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13238,4,700,3,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1996.0,Collision
Septiembre,2.0,Domingo,Pontiac,Urbano,Friday,Sep,3.0,Femenino,Soltero,29.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13240,16,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996.0,Collision
